Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
4159272;5;01/01/2019 03:00:00;Strada Urbana;VIALE DELLO SCALO S. LORENZO;all'intersezione con;VIA DEI SARDI;VIA DEI SARDI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12.5179;41.8955;-1;1;Autovettura di polizia;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
4159272;5;01/01/2019 03:00:00;Strada Urbana;VIALE DELLO SCALO S. LORENZO;all'intersezione con;VIA DEI SARDI;VIA DEI SARDI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12.5179;41.8955;-1;1;Autovettura di polizia;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;
4159272;5;01/01/2019 03:00:00;Strada Urbana;VIALE DELLO SCALO S. LORENZO;all'intersezione con;VIA DEI SARDI;VIA DEI SARDI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12.5179;41.8955;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
4159379;6;01/01/2019 04:20:00;Strada Urbana;VIA CARLO DELLA ROCCA;in prossimità;;del civico n.;11A;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;1;12.544;41.8789;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
4159379;6;01/01/2019 04:20:00;Strada Urbana;VIA CARLO DELLA ROCCA;in prossimità;;del civico n.;11A;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;1;12.544;41.8789;-1;2;Autovettura privata;In marcia / fermata / arresto;;;;;;;
4159449;12;01/01/2019 14:40:00;Strada Urbana;VIA PONTINA;da specificare;;;;in prossimità di piazzale 25 marzo 1957;Tamponamento;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;12.7972;41.5094;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesploso
4159449;12;01/01/2019 14:40:00;Strada Urbana;VIA PONTINA;da specificare;;;;in prossimità di piazzale 25 marzo 1957;Tamponamento;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;12.7972;41.5094;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Utilizzato;Inesploso
4159449;12;01/01/2019 14:40:00;Strada Urbana;VIA PONTINA;da specificare;;;;in prossimità di piazzale 25 marzo 1957;Tamponamento;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;12.7972;41.5094;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Esploso
4159449;12;01/01/2019 14:40:00;Strada Urbana;VIA PONTINA;da specificare;;;;in prossimità di piazzale 25 marzo 1957;Tamponamento;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;12.7972;41.5094;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Utilizzato;Esploso
4159469;9;01/01/2019 02:20:00;Strada Urbana;VIA LA SPEZIA;in corrispondenza;;del civico n.;41;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;Sufficiente;0;0;0;4;12.5124;41.886;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
