Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
4205663;20;01/02/2019 02:15:00;Strada Urbana;VIA CASSIA;da specificare;;;;altezza Stazione 'La Giustiniana';Veicolo in marcia contro ostacolo accidentale;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Con buche;Verticale ed orizzontale;Nuvoloso;Scarso;Buona;Sufficiente;0;0;0;2;12.4052;41.9857;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4205663;20;01/02/2019 02:15:00;Strada Urbana;VIA CASSIA;da specificare;;;;altezza Stazione 'La Giustiniana';Veicolo in marcia contro ostacolo accidentale;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Con buche;Verticale ed orizzontale;Nuvoloso;Scarso;Buona;Sufficiente;0;0;0;2;12.4052;41.9857;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
4205688;9;01/02/2019 00:45:00;Strada Urbana;VIALE S. GIOVANNI BOSCO;all'intersezione con;VIA CALPURNIO FIAMMA;VIA CALPURNIO FIAMMA;;;Scontro laterale fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Sufficiente;0;0;0;4;12.5611;41.8607;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4205688;9;01/02/2019 00:45:00;Strada Urbana;VIALE S. GIOVANNI BOSCO;all'intersezione con;VIA CALPURNIO FIAMMA;VIA CALPURNIO FIAMMA;;;Scontro laterale fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Sufficiente;0;0;0;4;12.5611;41.8607;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
4205688;9;01/02/2019 00:45:00;Strada Urbana;VIALE S. GIOVANNI BOSCO;all'intersezione con;VIA CALPURNIO FIAMMA;VIA CALPURNIO FIAMMA;;;Scontro laterale fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Sufficiente;0;0;0;4;12.5611;41.8607;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4205688;9;01/02/2019 00:45:00;Strada Urbana;VIALE S. GIOVANNI BOSCO;all'intersezione con;VIA CALPURNIO FIAMMA;VIA CALPURNIO FIAMMA;;;Scontro laterale fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Sufficiente;0;0;0;4;12.5611;41.8607;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
4205692;9;01/02/2019 04:50:00;;NUOVA CIRCONVALLAZIONE INTERNA;da specificare;;;;direzione SAN GIOVANNI;Veicolo in marcia contro ostacolo fisso;;;;;;;;;;0;0;0;1;12.5301;41.9155;0;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4205700;18;01/02/2019 06:50:00;Statale;VIA AURELIA;da specificare;;;;corrispondenza svincolo Via di malagrotta dir.Roma;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Sufficiente;Sufficiente;0;0;0;2;12.3321;41.8854;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4205700;18;01/02/2019 06:50:00;Statale;VIA AURELIA;da specificare;;;;corrispondenza svincolo Via di malagrotta dir.Roma;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Sufficiente;Sufficiente;0;0;0;2;12.3321;41.8854;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4205881;18;01/02/2019 04:30:00;Strada Urbana;VIA ANASTASIO II;in corrispondenza;;del civico n.;22;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Scarso;Buona;Sufficiente;0;0;0;3;12.4391;41.8959;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
