Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
4246652;1;14/03/2019 08:45:00;Strada Urbana;CORSO VITTORIO EMANUELE II;in prossimità;;del civico n.;244;;Investimento di pedone;Curva a visuale libera;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;1;0;0;1;12.4716;41.9144;-1;;;;Pedone;M;Rimandato;0;NON DECEDUTO;;
4246652;1;14/03/2019 08:45:00;Strada Urbana;CORSO VITTORIO EMANUELE II;in prossimità;;del civico n.;244;;Investimento di pedone;Curva a visuale libera;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;1;0;0;1;12.4716;41.9144;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4251770;12;01/03/2019 04:00:00;Provinciale;VIA ARDEATINA;in corrispondenza;;del civico n.;822;;Fuoriuscita dalla sede stradale;Curva a visuale libera;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Insufficiente;0;0;0;1;12.5306;41.805;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
4251782;12;01/03/2019 07:30:00;Strada Urbana;VIALE GIORGIO RIBOTTA;in prossimità;;del civico n.;5;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;2;12.459;41.8202;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
4251782;12;01/03/2019 07:30:00;Strada Urbana;VIALE GIORGIO RIBOTTA;in prossimità;;del civico n.;5;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;2;12.459;41.8202;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Utilizzato;Inesploso
4251782;12;01/03/2019 07:30:00;Strada Urbana;VIALE GIORGIO RIBOTTA;in prossimità;;del civico n.;5;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;2;12.459;41.8202;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;
4251826;1;01/03/2019 05:40:00;Strada Urbana;VIA NAPOLEONE III;all'intersezione con;VIA RATTAZZI;VIA RATTAZZI;;;Tamponamento;Intersezione stradale segnalata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Scarso;Buona;Sufficiente;0;0;0;2;12.5017;41.8969;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
4251826;1;01/03/2019 05:40:00;Strada Urbana;VIA NAPOLEONE III;all'intersezione con;VIA RATTAZZI;VIA RATTAZZI;;;Tamponamento;Intersezione stradale segnalata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Scarso;Buona;Sufficiente;0;0;0;2;12.5017;41.8969;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
4251849;3;01/03/2019 01:20:00;Strada Urbana;VIA LORENZO IL MAGNIFICO;all'intersezione con;VIA TEODORICO;VIA TEODORICO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12.528;41.9112;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
4251849;3;01/03/2019 01:20:00;Strada Urbana;VIA LORENZO IL MAGNIFICO;all'intersezione con;VIA TEODORICO;VIA TEODORICO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12.528;41.9112;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
4251849;3;01/03/2019 01:20:00;Strada Urbana;VIA LORENZO IL MAGNIFICO;all'intersezione con;VIA TEODORICO;VIA TEODORICO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12.528;41.9112;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
4251853;11;01/03/2019 08:20:00;Strada Urbana;VIA SALVINO SERNESI;da specificare;;;;altezza via del MARE;Tamponamento;Rotatoria;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;2;12.4735;41.8471;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4251853;11;01/03/2019 08:20:00;Strada Urbana;VIA SALVINO SERNESI;da specificare;;;;altezza via del MARE;Tamponamento;Rotatoria;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;2;12.4735;41.8471;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4251948;12;01/03/2019 09:20:00;Strada Urbana;VIA DI ACQUA ACETOSA OSTIENSE;da specificare;;;;prossimità via di Decima;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Intenso;Buona;Ore Diurne;0;0;0;2;12.4536;41.8086;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
